ticket_id,created_at,first_response_at,resolved_at,priority,status,issue_type,channel,customer_id,agent_id,first_response_mins,resolution_time_hours,sla_hours,sla_breached,reopened,escalated,csat
T005591,04-06-2025 01:27,04-06-2025 03:12,14:22.4,High,Closed,Data Mismatch,Email,C0198,A015,105,32.78,24,FALSE,FALSE,FALSE,3.4
T005592,18-02-2025 17:47,18-02-2025 19:58,54:07.6,Medium,Closed,Integration Config,Chat,C0374,A039,131,75.12,72,FALSE,FALSE,FALSE,3.6
T005593,12-01-2025 16:48,12-01-2025 19:57,21:33.8,Medium,Closed,UI Bug,Email,C0578,A039,189,19.55,72,FALSE,FALSE,FALSE,3.2
T005594,04-07-2025 22:12,05-07-2025 08:38,18:27.2,Low,Closed,UI Bug,Portal,C0592,A032,626,52.09,168,FALSE,FALSE,FALSE,3
T005595,20-08-2025 07:56,20-08-2025 10:42,41:17.5,Medium,Closed,Integration Config,Email,C0564,A004,166,45.75,72,FALSE,FALSE,FALSE,2.4
T005596,21-09-2025 05:49,21-09-2025 10:37,49:52.0,Low,Closed,API Failure,Phone,C0129,A032,288,1,168,FALSE,FALSE,FALSE,3.3
T005597,21-02-2025 16:00,21-02-2025 18:51,38:54.9,Medium,Closed,Login Issue,Chat,C0414,A004,171,3.65,72,FALSE,FALSE,FALSE,4.6
T005598,03-12-2024 17:29,03-12-2024 20:43,29:14.0,Medium,Closed,API Failure,Email,C0380,A001,194,1,72,FALSE,FALSE,FALSE,4
T005599,12-04-2025 21:44,12-04-2025 23:04,45:54.4,High,Closed,Payroll Sync Error,Portal,C0001,A033,80,25.02,24,FALSE,FALSE,FALSE,5
T005600,06-09-2025 14:08,06-09-2025 18:47,44:15.7,Medium,Closed,Performance Issue,Email,C0167,A007,279,50.59,72,FALSE,FALSE,FALSE,2.6
T005601,28-12-2024 08:03,28-12-2024 22:02,00:16.4,Low,Closed,Data Mismatch,Email,C0016,A009,839,7.95,168,FALSE,FALSE,FALSE,2.5
T005602,07-09-2025 20:13,07-09-2025 20:19,58:54.7,High,Closed,API Failure,Email,C0657,A001,6,4.76,24,FALSE,FALSE,FALSE,3.5
T005603,08-10-2025 18:13,08-10-2025 18:41,13:44.0,Medium,Closed,Billing Query,Chat,C0112,A016,28,1,72,FALSE,FALSE,FALSE,4.7
T005604,26-10-2025 22:05,27-10-2025 02:19,29:11.2,Low,Closed,Billing Query,Portal,C0368,A018,254,16.39,168,FALSE,FALSE,FALSE,3.2
T005605,17-08-2025 12:58,17-08-2025 13:02,22:41.2,High,Closed,API Failure,Chat,C0102,A006,4,9.4,24,FALSE,FALSE,FALSE,3.9
T005606,05-02-2025 15:46,05-02-2025 16:35,46:24.0,Urgent,Closed,Billing Query,Portal,C0594,A002,49,1,4,FALSE,FALSE,FALSE,4.1
T005607,31-08-2025 01:08,31-08-2025 05:39,20:36.4,Medium,Closed,Login Issue,Portal,C0406,A009,271,10.2,72,FALSE,FALSE,FALSE,3.4
T005608,02-10-2025 22:42,03-10-2025 02:25,14:05.3,Low,Open,Billing Query,Chat,C0507,A004,223,14.52,168,FALSE,FALSE,FALSE,4.6
T005609,26-03-2025 23:36,27-03-2025 00:14,22:58.0,High,Closed,API Failure,Chat,C0611,A023,38,6.78,24,FALSE,FALSE,TRUE,5
T005610,14-12-2024 06:44,14-12-2024 12:01,39:13.0,Low,Closed,UI Bug,Email,C0671,A008,317,4.91,168,FALSE,FALSE,FALSE,3.5
T005611,01-05-2025 22:28,01-05-2025 23:17,09:41.4,Medium,Closed,Payroll Sync Error,Chat,C0040,A039,49,31.68,72,FALSE,FALSE,FALSE,4.3
T005612,09-02-2025 00:49,09-02-2025 01:23,00:26.1,Low,Closed,Performance Issue,Email,C0667,A025,34,42.18,168,FALSE,FALSE,FALSE,3.3
T005613,23-09-2025 22:55,23-09-2025 22:57,21:43.4,Urgent,Closed,Login Issue,Chat,C0548,A016,2,5.43,4,FALSE,FALSE,FALSE,5
T005614,08-06-2025 15:15,08-06-2025 16:38,45:18.1,High,Closed,API Failure,Portal,C0381,A035,83,13.5,24,FALSE,FALSE,TRUE,3.3
T005615,14-07-2025 00:43,14-07-2025 02:03,26:22.2,Medium,Closed,Data Mismatch,Phone,C0759,A017,80,4.72,72,FALSE,FALSE,FALSE,4.3
T005616,10-04-2025 09:08,10-04-2025 12:04,47:46.6,Low,Closed,Data Mismatch,Chat,C0516,A018,176,93.66,168,FALSE,FALSE,FALSE,3.6
T005617,18-06-2025 23:55,19-06-2025 05:22,17:18.2,Medium,Closed,Integration Config,Portal,C0497,A027,327,30.36,72,FALSE,FALSE,FALSE,3.7
T005618,19-02-2025 12:59,19-02-2025 15:05,06:53.7,Medium,Closed,Integration Config,Phone,C0281,A015,126,70.12,72,FALSE,FALSE,FALSE,3.5
T005619,02-05-2025 08:17,02-05-2025 15:33,27:49.8,Low,Closed,Permission Issue,Chat,C0351,A017,436,20.17,168,FALSE,FALSE,FALSE,2.3
T005620,05-11-2024 20:54,05-11-2024 22:09,00:36.3,Medium,Closed,Payroll Sync Error,Chat,C0334,A005,75,33.1,72,FALSE,FALSE,FALSE,3.6
T005621,05-02-2025 00:25,05-02-2025 12:06,31:56.3,Low,Pending,API Failure,Email,C0761,A016,701,17.1,168,FALSE,FALSE,FALSE,2.7
T005622,04-09-2025 01:09,04-09-2025 11:03,45:10.5,Low,Closed,API Failure,Email,C0524,A015,594,18.6,168,FALSE,FALSE,FALSE,2.7
T005623,21-10-2025 21:43,21-10-2025 23:42,43:40.0,Low,Closed,Performance Issue,Chat,C0283,A034,119,1,168,FALSE,FALSE,FALSE,4.7
T005624,17-07-2025 15:35,17-07-2025 16:11,35:06.0,High,Closed,API Failure,Chat,C0728,A019,36,1,24,FALSE,FALSE,FALSE,4.7
T005625,03-11-2024 04:51,03-11-2024 05:44,18:28.8,Low,Closed,Payroll Sync Error,Phone,C0319,A008,53,27.45,168,FALSE,FALSE,FALSE,3.4
T005626,20-06-2025 04:18,20-06-2025 06:57,22:55.3,Medium,Closed,Data Mismatch,Email,C0414,A010,159,48.07,72,FALSE,FALSE,TRUE,3.1
T005627,17-09-2025 09:51,17-09-2025 13:05,16:51.1,Low,Closed,API Failure,Phone,C0594,A005,194,10.43,168,FALSE,FALSE,FALSE,4.8
T005628,26-11-2024 14:12,26-11-2024 16:19,36:04.9,Medium,Closed,Payroll Sync Error,Phone,C0014,A026,127,11.4,72,FALSE,FALSE,FALSE,4
T005629,28-05-2025 03:49,28-05-2025 10:35,12:27.0,Low,Closed,Integration Config,Portal,C0056,A022,406,77.39,168,FALSE,FALSE,FALSE,2.7
T005630,16-08-2025 19:42,17-08-2025 07:50,35:19.9,Low,Closed,Payroll Sync Error,Email,C0403,A023,728,60.87,168,FALSE,FALSE,FALSE,3.5
T005631,13-09-2025 17:54,13-09-2025 20:33,46:13.7,Medium,Closed,Data Mismatch,Email,C0342,A013,159,32.87,72,FALSE,FALSE,FALSE,3.7
T005632,07-12-2024 05:00,07-12-2024 10:09,03:34.5,Low,Closed,API Failure,Phone,C0794,A009,309,14.06,168,FALSE,FALSE,FALSE,3.2
T005633,30-12-2024 09:06,30-12-2024 14:42,06:58.0,Low,Closed,API Failure,Chat,C0199,A020,336,1,168,FALSE,FALSE,FALSE,3.3
T005634,31-03-2025 04:46,31-03-2025 05:15,52:06.0,High,Closed,Performance Issue,Phone,C0678,A028,29,10.09,24,FALSE,FALSE,FALSE,4.3
T005635,14-06-2025 15:00,15-06-2025 03:09,18:45.2,Low,Closed,API Failure,Portal,C0292,A037,729,15.3,168,FALSE,FALSE,FALSE,2.1
T005636,18-11-2024 05:29,18-11-2024 16:25,25:21.7,Low,Closed,API Failure,Email,C0658,A024,656,10.94,168,FALSE,FALSE,FALSE,2.9
T005637,20-07-2025 22:15,21-07-2025 01:44,13:14.5,Medium,Closed,Billing Query,Email,C0441,A033,209,5.97,72,FALSE,FALSE,FALSE,3.1
T005638,08-01-2025 14:59,08-01-2025 21:17,04:03.9,Low,Closed,Login Issue,Email,C0078,A020,378,4.07,168,FALSE,FALSE,FALSE,3.2
T005639,14-06-2025 10:58,14-06-2025 12:25,08:59.7,Medium,Closed,Login Issue,Portal,C0112,A030,87,11.17,72,FALSE,FALSE,FALSE,4
T005640,29-11-2024 05:06,29-11-2024 13:09,41:52.9,Low,Closed,API Failure,Email,C0535,A009,483,7.59,168,FALSE,FALSE,FALSE,3.5
T005641,14-01-2025 06:31,14-01-2025 09:21,24:07.2,Medium,Closed,Data Mismatch,Email,C0375,A017,170,22.87,72,FALSE,FALSE,FALSE,4.1
T005642,27-10-2025 05:32,27-10-2025 10:41,46:06.6,Low,Closed,API Failure,Email,C0116,A036,309,13.23,168,FALSE,FALSE,FALSE,3.6
T005643,24-09-2025 18:19,24-09-2025 19:52,45:06.9,Medium,Closed,Data Mismatch,Phone,C0142,A014,93,34.42,72,FALSE,FALSE,FALSE,3.4
T005644,17-07-2025 20:29,17-07-2025 21:18,52:37.6,Medium,Closed,Payroll Sync Error,Chat,C0197,A019,49,50.38,72,FALSE,FALSE,FALSE,4
T005645,27-05-2025 01:01,27-05-2025 02:49,32:07.3,High,Closed,Payroll Sync Error,Email,C0790,A007,108,15.51,24,FALSE,FALSE,TRUE,3
T005646,21-06-2025 08:31,21-06-2025 19:47,51:58.4,Low,Closed,UI Bug,Email,C0540,A003,676,31.34,168,FALSE,FALSE,FALSE,3.6
T005647,26-02-2025 14:15,26-02-2025 18:00,17:33.9,Low,Closed,Payroll Sync Error,Email,C0299,A033,225,5.04,168,FALSE,FALSE,FALSE,3.9
T005648,28-04-2025 17:30,28-04-2025 18:10,24:45.8,High,Closed,API Failure,Phone,C0076,A032,40,8.9,24,FALSE,FALSE,FALSE,4.1
T005649,08-10-2025 06:32,08-10-2025 06:52,27:58.9,Medium,Closed,Data Mismatch,Email,C0530,A011,20,69.92,72,FALSE,FALSE,FALSE,3.3
T005650,06-08-2025 20:39,06-08-2025 20:46,39:35.0,Urgent,Closed,Performance Issue,Chat,C0100,A002,7,1,4,FALSE,FALSE,FALSE,4.1
T005651,29-03-2025 14:13,29-03-2025 18:35,52:04.5,Low,Closed,Login Issue,Chat,C0479,A026,262,8.64,168,FALSE,FALSE,FALSE,3.7
T005652,13-02-2025 01:58,13-02-2025 03:56,32:59.5,Medium,Closed,UI Bug,Portal,C0468,A004,118,17.57,72,FALSE,FALSE,FALSE,3.2
T005653,19-02-2025 10:23,19-02-2025 15:33,01:05.9,Low,Closed,API Failure,Email,C0636,A017,310,9.63,168,FALSE,FALSE,FALSE,3.7
T005654,23-03-2025 08:34,23-03-2025 08:51,56:29.8,Urgent,Closed,Permission Issue,Email,C0292,A017,17,6.36,4,FALSE,FALSE,FALSE,3.5
T005655,26-07-2025 08:55,26-07-2025 15:19,25:29.9,Low,Closed,Billing Query,Email,C0125,A028,384,18.51,168,FALSE,FALSE,FALSE,2.8
T005656,06-03-2025 09:01,06-03-2025 09:47,27:25.1,High,Closed,Billing Query,Chat,C0519,A030,46,20.44,24,FALSE,FALSE,FALSE,4.8
T005657,27-08-2025 22:16,28-08-2025 01:07,16:12.0,Medium,Closed,API Failure,Chat,C0023,A040,171,1,72,FALSE,FALSE,FALSE,4.7
T005658,07-03-2025 17:04,07-03-2025 17:46,36:59.9,High,Closed,API Failure,Chat,C0162,A023,42,11.55,24,FALSE,FALSE,FALSE,5
T005659,29-07-2025 12:04,30-07-2025 00:35,53:57.5,Low,Closed,API Failure,Portal,C0629,A024,751,22.83,168,FALSE,FALSE,FALSE,2.3
T005660,09-04-2025 20:27,09-04-2025 23:44,31:03.8,Low,Closed,API Failure,Chat,C0506,A029,197,8.07,168,FALSE,FALSE,FALSE,3.4
T005661,23-05-2025 19:20,24-05-2025 03:19,32:27.9,Low,Closed,Integration Config,Email,C0021,A004,479,27.19,168,FALSE,FALSE,FALSE,2.1
T005662,22-10-2025 18:12,23-10-2025 01:12,12:06.4,Low,Open,Payroll Sync Error,Phone,C0764,A038,420,26,168,FALSE,FALSE,FALSE,3.7
T005663,17-11-2024 23:33,18-11-2024 00:26,17:21.6,High,Closed,Data Mismatch,Email,C0464,A029,53,33.73,24,FALSE,FALSE,FALSE,3.7
T005664,02-12-2024 18:24,02-12-2024 20:25,04:24.9,Medium,Closed,Billing Query,Chat,C0483,A019,121,6.66,72,FALSE,FALSE,FALSE,3.6
T005665,20-06-2025 13:42,20-06-2025 18:18,21:08.6,Low,Closed,API Failure,Portal,C0502,A027,276,14.64,168,FALSE,FALSE,FALSE,4.3
T005666,09-08-2025 21:31,10-08-2025 05:40,35:53.4,Low,Closed,Data Mismatch,Phone,C0309,A029,489,83.07,168,FALSE,FALSE,FALSE,2
T005667,27-01-2025 11:11,27-01-2025 13:10,13:36.9,Medium,Closed,Login Issue,Portal,C0596,A036,119,16.04,72,FALSE,FALSE,FALSE,3
T005668,03-11-2024 16:16,03-11-2024 18:13,04:00.4,Medium,Closed,Login Issue,Chat,C0553,A035,117,11.79,72,FALSE,FALSE,FALSE,2.9
T005669,29-03-2025 14:35,29-03-2025 20:15,15:19.5,Low,Closed,Login Issue,Email,C0203,A006,340,11.67,168,FALSE,FALSE,FALSE,4.8
T005670,12-09-2025 03:45,12-09-2025 07:38,48:19.5,Low,Closed,Login Issue,Portal,C0416,A023,233,13.04,168,FALSE,FALSE,FALSE,3.5
T005671,11-05-2025 22:54,12-05-2025 02:27,22:10.9,Medium,Closed,Payroll Sync Error,Email,C0640,A039,213,30.46,72,FALSE,FALSE,FALSE,3.6
T005672,28-11-2024 19:15,29-11-2024 09:02,15:10.0,Low,Closed,UI Bug,Portal,C0142,A008,827,1,168,FALSE,FALSE,FALSE,4
T005673,20-11-2024 00:24,20-11-2024 00:31,13:19.1,Urgent,Closed,Integration Config,Portal,C0615,A002,7,41.81,4,FALSE,FALSE,TRUE,4.3
T005674,01-03-2025 10:05,01-03-2025 14:34,05:34.0,Low,Closed,Login Issue,Portal,C0107,A013,269,1,168,FALSE,FALSE,FALSE,4.4
T005675,23-10-2025 02:09,23-10-2025 08:11,48:10.3,Low,Closed,Billing Query,Email,C0529,A040,362,9.64,168,FALSE,FALSE,FALSE,3.8
T005676,17-03-2025 11:24,17-03-2025 12:13,11:14.7,High,Closed,Permission Issue,Portal,C0537,A021,49,20.78,24,FALSE,FALSE,FALSE,4.2
T005677,04-09-2025 14:23,04-09-2025 19:59,44:15.2,Low,Closed,Integration Config,Chat,C0576,A031,336,17.34,168,FALSE,FALSE,FALSE,3.8
T005678,06-10-2025 16:00,06-10-2025 16:57,31:09.4,Low,Closed,API Failure,Chat,C0749,A036,57,25.5,168,FALSE,FALSE,FALSE,4
T005679,29-12-2024 10:47,29-12-2024 11:43,34:37.7,High,Closed,Login Issue,Phone,C0688,A038,56,2.78,24,FALSE,FALSE,FALSE,4.6
T005680,01-11-2024 06:00,01-11-2024 08:54,06:04.4,Medium,Closed,Integration Config,Chat,C0291,A027,174,3.09,72,FALSE,FALSE,TRUE,3.1
T005681,17-11-2024 06:16,17-11-2024 15:30,42:35.7,Low,Closed,Billing Query,Email,C0311,A036,554,22.44,168,FALSE,FALSE,FALSE,3
T005682,18-06-2025 04:17,18-06-2025 06:52,20:49.7,Low,Closed,API Failure,Chat,C0668,A023,155,4.05,168,FALSE,FALSE,FALSE,4.2
T005683,09-09-2025 22:50,10-09-2025 10:27,54:42.1,Low,Closed,Integration Config,Email,C0385,A021,697,33.07,168,FALSE,FALSE,FALSE,2.1
T005684,20-10-2025 22:17,20-10-2025 23:42,28:54.4,Medium,Closed,Login Issue,Chat,C0053,A013,85,9.19,72,FALSE,FALSE,FALSE,3.6
T005685,04-12-2024 17:14,04-12-2024 22:22,31:48.4,Low,Closed,Integration Config,Chat,C0585,A037,308,76.28,168,FALSE,FALSE,FALSE,3.2
T005686,05-03-2025 03:56,05-03-2025 08:38,17:33.7,Low,Closed,Login Issue,Chat,C0183,A026,282,9.35,168,FALSE,FALSE,FALSE,4.1
T005687,02-05-2025 23:24,03-05-2025 00:47,06:30.4,Medium,Closed,Data Mismatch,Email,C0369,A040,83,33.7,72,FALSE,FALSE,FALSE,4
T005688,21-08-2025 15:47,22-08-2025 06:16,52:42.5,Low,Closed,Data Mismatch,Email,C0701,A007,869,3.08,168,FALSE,TRUE,FALSE,2.4
T005689,01-08-2025 04:21,01-08-2025 05:05,32:09.3,Medium,Closed,API Failure,Chat,C0013,A039,44,14.17,72,FALSE,FALSE,FALSE,3.8
T005690,15-12-2024 11:52,15-12-2024 16:41,26:59.3,Low,Closed,Login Issue,Chat,C0559,A022,289,6.58,168,FALSE,FALSE,FALSE,3.8
T005691,12-08-2025 05:10,12-08-2025 10:15,57:37.4,Low,Closed,Performance Issue,Chat,C0160,A039,305,19.79,168,FALSE,FALSE,FALSE,4.8
T005692,20-04-2025 03:38,20-04-2025 04:15,35:43.7,High,Closed,UI Bug,Phone,C0284,A023,37,9.95,24,FALSE,FALSE,FALSE,4.3
T005693,22-07-2025 20:33,22-07-2025 22:32,08:50.0,Medium,Closed,Data Mismatch,Chat,C0565,A030,119,41.58,72,FALSE,FALSE,FALSE,3.6
T005694,22-01-2025 10:16,22-01-2025 18:17,11:34.7,Low,Closed,Data Mismatch,Portal,C0287,A018,481,21.92,168,FALSE,FALSE,FALSE,3.5
T005695,25-03-2025 04:45,25-03-2025 08:16,31:51.1,Medium,Closed,Billing Query,Email,C0008,A018,211,21.78,72,FALSE,FALSE,FALSE,3.4
T005696,30-12-2024 20:54,30-12-2024 21:24,54:46.0,High,Closed,Login Issue,Email,C0072,A010,30,1,24,FALSE,FALSE,FALSE,4
T005697,23-12-2024 05:40,23-12-2024 05:43,29:10.8,Urgent,Closed,Billing Query,Email,C0098,A039,3,20.82,4,FALSE,FALSE,FALSE,4.5
T005698,22-02-2025 11:41,22-02-2025 16:10,52:48.1,Medium,Closed,Payroll Sync Error,Email,C0087,A030,269,34.19,72,FALSE,FALSE,FALSE,3.7
T005699,28-10-2025 13:37,28-10-2025 17:15,13:23.2,Medium,Closed,Login Issue,Portal,C0101,A026,218,3.6,72,FALSE,FALSE,FALSE,3.6
T005700,29-08-2025 15:03,29-08-2025 17:50,38:14.7,Medium,Closed,Data Mismatch,Portal,C0281,A007,167,27.57,72,FALSE,FALSE,FALSE,3.7
T005701,15-08-2025 08:39,15-08-2025 21:02,02:40.8,Low,Closed,Performance Issue,Portal,C0289,A007,743,37.38,168,FALSE,FALSE,FALSE,1.4
T005702,03-06-2025 03:27,03-06-2025 07:08,27:50.0,Medium,Closed,Login Issue,Email,C0749,A005,221,1,72,FALSE,FALSE,FALSE,3.6
T005703,16-10-2025 05:55,16-10-2025 07:16,14:53.6,High,Closed,API Failure,Email,C0196,A001,81,4.32,24,FALSE,FALSE,TRUE,4.3
T005704,23-08-2025 16:50,24-08-2025 00:36,48:42.4,Low,Closed,UI Bug,Phone,C0391,A018,466,2.97,168,FALSE,FALSE,FALSE,3.8
T005705,07-07-2025 12:46,07-07-2025 14:40,27:50.5,Medium,Closed,Payroll Sync Error,Chat,C0609,A013,114,32.68,72,FALSE,FALSE,FALSE,3.2
T005706,12-11-2024 16:05,12-11-2024 16:53,17:59.7,High,Closed,Performance Issue,Portal,C0450,A025,48,21.21,24,FALSE,FALSE,FALSE,3.1
T005707,04-07-2025 04:57,04-07-2025 11:32,23:40.2,Low,Closed,Data Mismatch,Email,C0368,A040,395,41.44,168,FALSE,FALSE,FALSE,3
T005708,12-06-2025 00:55,12-06-2025 01:54,08:48.2,Low,Closed,Permission Issue,Email,C0430,A008,59,25.22,168,FALSE,FALSE,FALSE,3.5
T005709,08-09-2025 03:40,08-09-2025 08:12,11:15.0,Low,Closed,API Failure,Portal,C0096,A010,272,18.52,168,FALSE,FALSE,FALSE,3.2
T005710,29-10-2025 09:59,29-10-2025 13:59,54:49.3,Medium,Closed,API Failure,Portal,C0261,A032,240,8.92,72,FALSE,FALSE,FALSE,2.8
T005711,31-07-2025 01:53,31-07-2025 02:28,25:40.8,High,Closed,UI Bug,Portal,C0512,A017,35,6.53,24,FALSE,FALSE,FALSE,3.1
T005712,17-10-2025 08:49,17-10-2025 15:26,27:49.8,Low,Closed,API Failure,Email,C0121,A038,397,2.65,168,FALSE,FALSE,FALSE,3.5
T005713,16-01-2025 10:59,16-01-2025 21:22,33:33.9,Low,Closed,Integration Config,Portal,C0366,A015,623,19.57,168,FALSE,TRUE,FALSE,3.6
T005714,04-07-2025 01:30,04-07-2025 09:56,46:07.6,Low,Closed,Payroll Sync Error,Email,C0785,A015,506,53.26,168,FALSE,FALSE,FALSE,3.2
T005715,22-05-2025 10:02,22-05-2025 11:07,46:57.3,High,Closed,API Failure,Email,C0332,A040,65,12.75,24,FALSE,FALSE,FALSE,4
T005716,15-06-2025 05:01,15-06-2025 07:53,01:13.0,Medium,Closed,Billing Query,Chat,C0052,A020,172,1,72,FALSE,FALSE,FALSE,4.5
T005717,31-10-2025 03:43,31-10-2025 05:05,26:36.6,High,Closed,Integration Config,Portal,C0396,A015,82,45.72,24,FALSE,FALSE,FALSE,3.8
T005718,23-10-2025 15:57,23-10-2025 15:59,52:36.1,High,Closed,Payroll Sync Error,Email,C0318,A035,2,31.92,24,FALSE,FALSE,TRUE,3.7
T005719,10-05-2025 18:27,11-05-2025 02:28,42:13.2,Low,Closed,Billing Query,Chat,C0675,A006,481,7.25,168,FALSE,FALSE,FALSE,3.6
T005720,27-01-2025 07:04,27-01-2025 08:36,15:15.2,Medium,Closed,Data Mismatch,Chat,C0702,A030,92,26.19,72,FALSE,FALSE,TRUE,4
T005721,21-09-2025 02:10,21-09-2025 04:28,39:19.2,Medium,Closed,Data Mismatch,Chat,C0277,A008,138,12.48,72,FALSE,FALSE,FALSE,4
T005722,25-01-2025 04:10,25-01-2025 07:25,10:55.0,Medium,Closed,API Failure,Email,C0597,A031,195,1,72,FALSE,FALSE,FALSE,4.2
T005723,13-05-2025 04:31,13-05-2025 09:46,23:00.7,Low,Closed,API Failure,Email,C0194,A032,315,5.86,168,FALSE,FALSE,FALSE,3.9
T005724,02-06-2025 20:27,03-06-2025 05:51,38:03.6,Low,Closed,Permission Issue,Portal,C0693,A015,564,42.17,168,FALSE,FALSE,FALSE,3.7
T005725,10-01-2025 17:27,10-01-2025 18:46,00:41.9,Medium,Closed,API Failure,Chat,C0021,A018,79,4.55,72,FALSE,FALSE,FALSE,4.2
T005726,18-05-2025 04:17,18-05-2025 04:46,27:25.7,High,Closed,Payroll Sync Error,Phone,C0399,A013,29,20.17,24,FALSE,FALSE,TRUE,3.3
T005727,28-08-2025 20:37,29-08-2025 07:01,24:27.0,Low,Closed,API Failure,Email,C0715,A024,624,2.79,168,FALSE,FALSE,FALSE,3.3
T005728,04-06-2025 16:24,04-06-2025 21:54,24:21.0,Low,Closed,Login Issue,Email,C0202,A040,330,1,168,FALSE,FALSE,FALSE,3.8
T005729,12-06-2025 04:16,12-06-2025 04:18,31:16.8,High,Closed,Integration Config,Email,C0466,A014,2,33.25,24,FALSE,FALSE,FALSE,4.1
T005730,28-02-2025 13:03,28-02-2025 14:54,40:37.3,Medium,Closed,Login Issue,Email,C0151,A028,111,11.62,72,FALSE,FALSE,FALSE,3.1
T005731,28-04-2025 00:21,28-04-2025 12:33,35:15.7,Low,Closed,API Failure,Email,C0159,A011,732,13.24,168,FALSE,FALSE,FALSE,3
T005732,13-04-2025 19:08,13-04-2025 23:24,16:20.7,Medium,Closed,Billing Query,Email,C0310,A006,256,10.13,72,FALSE,FALSE,FALSE,2.8
T005733,26-07-2025 05:46,26-07-2025 05:57,29:27.9,Urgent,Closed,UI Bug,Chat,C0504,A025,11,16.71,4,FALSE,FALSE,FALSE,4
T005734,03-02-2025 03:49,03-02-2025 07:19,35:23.9,Medium,Closed,API Failure,Portal,C0026,A001,210,6.77,72,FALSE,FALSE,FALSE,3.7
T005735,10-11-2024 19:23,11-11-2024 10:02,23:25.0,Low,Closed,UI Bug,Portal,C0066,A025,879,1,168,FALSE,FALSE,FALSE,3
T005736,12-04-2025 08:33,12-04-2025 20:46,33:11.0,Low,Closed,Payroll Sync Error,Portal,C0263,A002,733,1,168,FALSE,FALSE,FALSE,2.7
T005737,04-03-2025 14:49,04-03-2025 18:05,28:14.2,Low,Closed,Login Issue,Chat,C0472,A032,196,4.65,168,FALSE,FALSE,FALSE,3.3
T005738,29-04-2025 12:01,29-04-2025 13:14,12:52.1,High,Closed,Data Mismatch,Email,C0167,A013,73,73.18,24,FALSE,FALSE,FALSE,4.5
T005739,16-05-2025 21:11,17-05-2025 01:01,24:48.0,Medium,Closed,Integration Config,Email,C0800,A033,230,5.23,72,FALSE,FALSE,FALSE,3.8
T005740,13-01-2025 09:54,13-01-2025 10:32,15:52.2,High,Closed,Billing Query,Email,C0154,A032,38,5.36,24,FALSE,FALSE,FALSE,3.5
T005741,17-06-2025 17:48,17-06-2025 23:24,25:25.7,Low,Closed,Permission Issue,Phone,C0343,A024,336,31.62,168,FALSE,FALSE,FALSE,3.2
T005742,05-06-2025 23:15,06-06-2025 04:37,36:59.9,Low,Closed,Billing Query,Email,C0718,A027,322,2.36,168,FALSE,FALSE,FALSE,4.3
T005743,10-12-2024 08:50,10-12-2024 11:44,05:51.1,Medium,Closed,Performance Issue,Email,C0413,A004,174,20.25,72,FALSE,FALSE,FALSE,3.1
T005744,08-03-2025 18:20,09-03-2025 01:42,00:01.1,Low,Closed,Integration Config,Email,C0665,A024,442,13.67,168,FALSE,FALSE,FALSE,4.6
T005745,22-10-2025 19:33,23-10-2025 00:13,33:44.0,Medium,Closed,Billing Query,Portal,C0184,A023,280,1,72,FALSE,FALSE,FALSE,3.5
T005746,21-03-2025 22:27,22-03-2025 01:02,30:59.9,Medium,Closed,Data Mismatch,Phone,C0671,A029,155,6.05,72,FALSE,FALSE,FALSE,3.7
T005747,17-07-2025 00:22,17-07-2025 05:18,55:22.4,Low,Closed,Payroll Sync Error,Email,C0194,A034,296,30.55,168,FALSE,FALSE,FALSE,3.6
T005748,20-03-2025 22:02,20-03-2025 22:37,23:28.5,Urgent,Closed,Payroll Sync Error,Email,C0002,A021,35,33.35,4,FALSE,FALSE,TRUE,4.4
T005749,12-05-2025 17:15,12-05-2025 21:07,14:05.8,Medium,Closed,Login Issue,Email,C0215,A030,232,4.98,72,FALSE,FALSE,FALSE,3.4
T005750,24-08-2025 00:27,24-08-2025 03:42,59:49.1,Low,Closed,Performance Issue,Email,C0687,A026,195,31.54,168,FALSE,FALSE,FALSE,3
T005751,15-07-2025 07:58,15-07-2025 12:47,45:35.7,Low,Closed,Data Mismatch,Email,C0587,A020,289,15.78,168,FALSE,FALSE,FALSE,3.4
T005752,03-06-2025 14:31,03-06-2025 15:47,16:36.6,Medium,Closed,Permission Issue,Email,C0797,A016,76,17.75,72,FALSE,FALSE,FALSE,4.1
T005753,26-10-2025 21:42,27-10-2025 01:32,42:02.0,Low,Closed,API Failure,Chat,C0639,A003,230,1,168,FALSE,FALSE,FALSE,3.3
T005754,28-07-2025 01:59,28-07-2025 15:47,35:11.1,Low,Closed,UI Bug,Email,C0483,A037,828,19.6,168,FALSE,FALSE,FALSE,2.8
T005755,04-06-2025 02:21,04-06-2025 05:16,15:09.5,Medium,Closed,Login Issue,Portal,C0561,A040,175,2.9,72,FALSE,FALSE,FALSE,2.9
T005756,03-04-2025 05:40,03-04-2025 14:37,22:55.7,Low,Closed,Billing Query,Email,C0032,A025,537,35.7,168,FALSE,FALSE,FALSE,3.7
T005757,07-09-2025 15:02,07-09-2025 15:36,01:13.1,Urgent,Closed,Billing Query,Portal,C0670,A023,34,6.97,4,FALSE,FALSE,FALSE,3.9
