ticket_id,api_error_type,error_code,request_method,response_time_ms,retry_count
T009932,Timeout,ERR_500,GET,7,0
T009059,Payload Error,ERR_PAYLOAD,POST,525,1
T001523,500 Server Error,ERR_TIMEOUT,GET,259,0
T007344,Auth Failure,ERR_PAYLOAD,GET,638,0
T007099,500 Server Error,ERR_RATE,PUT,234,0
T009390,Auth Failure,ERR_500,POST,8,1
T008961,500 Server Error,ERR_TIMEOUT,POST,204,1
T000292,Timeout,ERR_RATE,POST,680,0
T005703,Schema Mismatch,ERR_SCHEMA,GET,89,0
T009929,Timeout,ERR_SCHEMA,GET,115,1
T010569,Rate Limit,ERR_500,POST,9,1
T002414,Auth Failure,ERR_RATE,GET,571,1
T000822,Auth Failure,ERR_SCHEMA,GET,605,1
T005246,Auth Failure,ERR_PAYLOAD,POST,53,0
T008388,Schema Mismatch,ERR_500,GET,72,2
T002227,Timeout,ERR_500,DELETE,228,0
T006003,Timeout,ERR_RATE,PUT,72,0
T006078,Schema Mismatch,ERR_TIMEOUT,GET,71,1
T001413,Timeout,ERR_SCHEMA,GET,154,3
T000459,Timeout,ERR_PAYLOAD,POST,249,0
T003609,Rate Limit,ERR_RATE,GET,8,0
T009461,Timeout,ERR_RATE,GET,632,0
T007563,Timeout,ERR_RATE,GET,385,0
T006442,Payload Error,ERR_500,POST,27,2
T007772,Timeout,ERR_AUTH,GET,256,2
T004197,Auth Failure,ERR_500,GET,42,1
T007576,500 Server Error,ERR_PAYLOAD,GET,346,0
T007271,Schema Mismatch,ERR_AUTH,GET,64,0
T009390,Rate Limit,ERR_SCHEMA,GET,80,0
T010304,500 Server Error,ERR_PAYLOAD,PUT,556,0
T009548,Rate Limit,ERR_AUTH,DELETE,111,3
T000241,Timeout,ERR_RATE,POST,540,1
T000128,Auth Failure,ERR_500,GET,426,0
T005781,Rate Limit,ERR_TIMEOUT,GET,115,1
T004651,Timeout,ERR_AUTH,GET,351,0
T005224,Timeout,ERR_PAYLOAD,PUT,2,1
T006465,Payload Error,ERR_500,POST,255,0
T006406,Timeout,ERR_AUTH,POST,528,1
T007487,Timeout,ERR_RATE,GET,557,0
T005430,Auth Failure,ERR_SCHEMA,GET,289,3
T001760,Timeout,ERR_TIMEOUT,GET,130,0
T009495,500 Server Error,ERR_AUTH,GET,1073,0
T008070,Rate Limit,ERR_PAYLOAD,GET,1373,1
T010844,Timeout,ERR_TIMEOUT,POST,7,0
T000692,Timeout,ERR_AUTH,GET,52,3
T003573,Rate Limit,ERR_RATE,GET,1120,0
T001108,Rate Limit,ERR_RATE,POST,1515,0
T008981,500 Server Error,ERR_AUTH,GET,864,1
T007977,500 Server Error,ERR_SCHEMA,GET,24,3
T001534,Schema Mismatch,ERR_TIMEOUT,GET,319,0
T004692,Payload Error,ERR_TIMEOUT,GET,20,1
T002903,Timeout,ERR_AUTH,POST,192,0
T005523,Timeout,ERR_500,GET,1136,0
T000614,Timeout,ERR_TIMEOUT,POST,604,1
T003187,Payload Error,ERR_SCHEMA,POST,40,0
T010542,500 Server Error,ERR_SCHEMA,DELETE,234,0
T008612,Timeout,ERR_SCHEMA,GET,45,1
T006565,500 Server Error,ERR_500,GET,49,0
T010736,500 Server Error,ERR_PAYLOAD,DELETE,40,0
T005235,Payload Error,ERR_AUTH,GET,30,0
T005732,500 Server Error,ERR_RATE,GET,68,0
T006406,Rate Limit,ERR_SCHEMA,PUT,746,3
T000453,Auth Failure,ERR_RATE,PUT,132,0
T010870,Timeout,ERR_AUTH,GET,575,0
T003856,Timeout,ERR_TIMEOUT,POST,11,1
T001860,Auth Failure,ERR_RATE,POST,265,0
T001096,Timeout,ERR_500,POST,260,2
T000512,Timeout,ERR_PAYLOAD,POST,761,3
T001638,Rate Limit,ERR_500,GET,44,0
T000323,Schema Mismatch,ERR_500,POST,424,0
T001152,Schema Mismatch,ERR_500,PUT,466,2
T008744,500 Server Error,ERR_SCHEMA,PUT,222,0
T009904,Auth Failure,ERR_RATE,PUT,76,0
T008340,500 Server Error,ERR_PAYLOAD,GET,126,2
T010705,Rate Limit,ERR_AUTH,POST,229,0
T000453,Auth Failure,ERR_AUTH,GET,202,2
T010505,Timeout,ERR_SCHEMA,POST,361,1
T008304,Rate Limit,ERR_TIMEOUT,GET,88,1
T010174,Rate Limit,ERR_PAYLOAD,GET,105,1
T000935,Rate Limit,ERR_RATE,POST,705,1
T000056,Auth Failure,ERR_SCHEMA,GET,405,2
T010039,500 Server Error,ERR_PAYLOAD,POST,131,2
T010709,500 Server Error,ERR_SCHEMA,PUT,383,0
T001954,Auth Failure,ERR_TIMEOUT,GET,7,3
T007233,500 Server Error,ERR_SCHEMA,GET,131,1
T004401,500 Server Error,ERR_SCHEMA,GET,46,0
T006245,Payload Error,ERR_PAYLOAD,POST,102,0
T009687,Auth Failure,ERR_TIMEOUT,GET,249,0
T004551,Schema Mismatch,ERR_RATE,POST,310,1
T002199,Schema Mismatch,ERR_RATE,PUT,1000,1
T001417,500 Server Error,ERR_AUTH,PUT,281,1
T009520,500 Server Error,ERR_500,POST,105,0
T008453,Payload Error,ERR_SCHEMA,PUT,459,0
T000822,Timeout,ERR_PAYLOAD,GET,147,0
T008757,500 Server Error,ERR_500,POST,38,0
T007378,Auth Failure,ERR_500,GET,280,0
T009025,Schema Mismatch,ERR_RATE,DELETE,236,0
T000338,Timeout,ERR_RATE,GET,8,2
T002987,Timeout,ERR_TIMEOUT,GET,64,0
T006624,Auth Failure,ERR_SCHEMA,GET,46,0
T002067,Schema Mismatch,ERR_SCHEMA,GET,170,0
T006975,Rate Limit,ERR_PAYLOAD,PUT,1582,1
T001277,Schema Mismatch,ERR_PAYLOAD,GET,422,1
T002990,Schema Mismatch,ERR_AUTH,GET,111,0
T006174,Timeout,ERR_AUTH,GET,903,1
T010869,500 Server Error,ERR_RATE,DELETE,227,3
T008431,Auth Failure,ERR_500,GET,556,1
T004507,Auth Failure,ERR_PAYLOAD,PUT,1251,1
T003951,Timeout,ERR_500,PUT,496,0
T002310,500 Server Error,ERR_PAYLOAD,POST,528,3
T010993,Payload Error,ERR_AUTH,GET,900,0
T010604,Timeout,ERR_SCHEMA,GET,73,0
T009689,Rate Limit,ERR_500,GET,568,1
T004758,Auth Failure,ERR_SCHEMA,GET,56,0
T005650,Schema Mismatch,ERR_500,PUT,243,0
T006305,Timeout,ERR_AUTH,POST,33,1
T000013,Rate Limit,ERR_SCHEMA,POST,122,0
T003499,Payload Error,ERR_PAYLOAD,DELETE,47,0
T010992,500 Server Error,ERR_SCHEMA,POST,537,0
T003200,Rate Limit,ERR_PAYLOAD,POST,282,0
T001311,Payload Error,ERR_RATE,POST,66,1
T004831,Schema Mismatch,ERR_TIMEOUT,GET,579,1
T003673,Timeout,ERR_SCHEMA,PUT,308,0
T000985,Timeout,ERR_SCHEMA,GET,23,0
T004983,Payload Error,ERR_500,GET,114,0
T005039,Timeout,ERR_RATE,GET,42,0
T010220,Payload Error,ERR_PAYLOAD,POST,28,0
T002491,Auth Failure,ERR_AUTH,GET,342,0
T005209,Timeout,ERR_500,GET,41,0
T006104,Auth Failure,ERR_TIMEOUT,POST,47,0
T008905,Schema Mismatch,ERR_AUTH,GET,453,0
T000357,500 Server Error,ERR_500,POST,766,2
T001484,Timeout,ERR_500,GET,91,0
T003666,Schema Mismatch,ERR_TIMEOUT,PUT,890,0
T000346,Timeout,ERR_AUTH,GET,98,0
T004899,Rate Limit,ERR_PAYLOAD,GET,135,0
T004844,Timeout,ERR_AUTH,GET,315,2
T005718,Auth Failure,ERR_500,GET,405,0
T005568,Timeout,ERR_RATE,POST,1312,2
T009683,500 Server Error,ERR_TIMEOUT,POST,440,0
T003525,Rate Limit,ERR_500,POST,174,2
T001211,500 Server Error,ERR_RATE,POST,34,0
T002956,Auth Failure,ERR_RATE,GET,295,2
T006043,Payload Error,ERR_RATE,GET,552,1
T006691,Rate Limit,ERR_SCHEMA,GET,535,0
T005830,Schema Mismatch,ERR_AUTH,GET,378,0
T009683,Payload Error,ERR_SCHEMA,PUT,423,1
T004091,Rate Limit,ERR_AUTH,GET,41,0
T005602,Schema Mismatch,ERR_TIMEOUT,PUT,40,1
T003845,Timeout,ERR_TIMEOUT,GET,258,0
T007656,Rate Limit,ERR_PAYLOAD,POST,19,0
T002669,500 Server Error,ERR_AUTH,PUT,60,1
T002146,Timeout,ERR_SCHEMA,GET,396,2
T004528,Rate Limit,ERR_RATE,PUT,7,2
T007325,Timeout,ERR_PAYLOAD,POST,52,0
T001096,500 Server Error,ERR_RATE,GET,470,1
T009737,Timeout,ERR_500,GET,775,0
T001933,500 Server Error,ERR_AUTH,GET,86,0
T010870,Rate Limit,ERR_AUTH,GET,213,1
T007721,Timeout,ERR_SCHEMA,PUT,648,0
T004995,Rate Limit,ERR_TIMEOUT,GET,492,0
T001777,Timeout,ERR_SCHEMA,POST,577,1
T009435,Timeout,ERR_PAYLOAD,GET,116,2
T007749,Timeout,ERR_TIMEOUT,PUT,103,0
T000191,Auth Failure,ERR_500,GET,385,0
T000455,Timeout,ERR_TIMEOUT,GET,220,1
T004440,500 Server Error,ERR_SCHEMA,GET,610,1
T008920,Timeout,ERR_RATE,PUT,408,2
T000826,Timeout,ERR_500,POST,128,0
T005355,Timeout,ERR_500,POST,523,0
T007197,Rate Limit,ERR_500,PUT,767,1
T008399,Rate Limit,ERR_RATE,POST,37,0
T009610,Timeout,ERR_RATE,GET,231,0
T005408,Auth Failure,ERR_AUTH,GET,253,1
T002010,500 Server Error,ERR_AUTH,GET,18,1
T006252,Payload Error,ERR_RATE,POST,4,0
T000212,Auth Failure,ERR_TIMEOUT,GET,59,3
T004332,Auth Failure,ERR_TIMEOUT,GET,540,1
T002971,Timeout,ERR_RATE,GET,306,0
T005400,Payload Error,ERR_SCHEMA,GET,59,0
T002341,500 Server Error,ERR_AUTH,GET,280,3
T002259,Timeout,ERR_PAYLOAD,GET,296,0
T006305,Rate Limit,ERR_AUTH,POST,188,0
T002821,Timeout,ERR_500,GET,223,0
T003860,500 Server Error,ERR_SCHEMA,POST,353,2
T001687,Timeout,ERR_TIMEOUT,GET,693,0
T009644,Rate Limit,ERR_TIMEOUT,PUT,584,0
T003571,500 Server Error,ERR_SCHEMA,GET,369,0
T006970,Timeout,ERR_TIMEOUT,DELETE,581,3
T006204,Timeout,ERR_TIMEOUT,POST,296,0
T001473,500 Server Error,ERR_TIMEOUT,DELETE,416,0
T001439,500 Server Error,ERR_PAYLOAD,POST,644,1
T006348,Auth Failure,ERR_PAYLOAD,GET,633,0
T007856,Timeout,ERR_PAYLOAD,GET,500,0
T005988,Schema Mismatch,ERR_SCHEMA,GET,238,1
T006401,Rate Limit,ERR_SCHEMA,GET,63,0
T004440,Rate Limit,ERR_SCHEMA,GET,550,0
T005819,Auth Failure,ERR_TIMEOUT,GET,426,1
T007530,Auth Failure,ERR_500,GET,443,0
T002045,Auth Failure,ERR_PAYLOAD,PUT,40,0
T005701,Schema Mismatch,ERR_SCHEMA,PUT,582,0
T000343,Timeout,ERR_500,POST,479,0
T001825,Auth Failure,ERR_AUTH,POST,151,1
T010542,Timeout,ERR_PAYLOAD,GET,195,0
T010106,Rate Limit,ERR_RATE,POST,926,0
T010691,Payload Error,ERR_PAYLOAD,POST,13,0
T005875,Schema Mismatch,ERR_TIMEOUT,GET,42,0
T002919,Auth Failure,ERR_AUTH,POST,508,1
T007773,Timeout,ERR_AUTH,PUT,284,0
T009051,Rate Limit,ERR_TIMEOUT,DELETE,16,0
T001895,Auth Failure,ERR_500,DELETE,359,0
T002075,Timeout,ERR_RATE,GET,147,0
T002820,Timeout,ERR_SCHEMA,POST,183,1
T000165,Timeout,ERR_RATE,GET,76,0
T004791,Payload Error,ERR_SCHEMA,POST,57,2
T006497,Auth Failure,ERR_PAYLOAD,GET,167,2
T009662,500 Server Error,ERR_AUTH,GET,263,0
T008752,500 Server Error,ERR_TIMEOUT,DELETE,72,0
T001289,Timeout,ERR_SCHEMA,POST,181,1
T002737,Auth Failure,ERR_AUTH,GET,265,2
T003814,Auth Failure,ERR_PAYLOAD,GET,198,2
T001802,500 Server Error,ERR_RATE,GET,189,0
T010513,Schema Mismatch,ERR_TIMEOUT,GET,102,0
T007636,Timeout,ERR_SCHEMA,GET,35,0
T004907,Auth Failure,ERR_RATE,DELETE,899,1
T010916,Timeout,ERR_PAYLOAD,GET,699,0
T009041,Payload Error,ERR_SCHEMA,POST,798,0
T002591,500 Server Error,ERR_RATE,GET,237,0
T008970,Payload Error,ERR_TIMEOUT,POST,90,3
T002590,500 Server Error,ERR_AUTH,POST,120,0
T005610,Timeout,ERR_500,PUT,275,1
T004530,Auth Failure,ERR_TIMEOUT,GET,376,3
T008453,Auth Failure,ERR_AUTH,DELETE,310,0
T000166,Payload Error,ERR_SCHEMA,POST,58,0
T004604,Payload Error,ERR_SCHEMA,GET,662,0
T004468,Rate Limit,ERR_RATE,POST,285,1
T002262,Schema Mismatch,ERR_RATE,GET,598,0
T008543,Rate Limit,ERR_TIMEOUT,POST,288,1
T001835,Rate Limit,ERR_SCHEMA,GET,155,0
T001145,Rate Limit,ERR_AUTH,GET,26,3
T009830,500 Server Error,ERR_RATE,POST,108,2
T008858,Auth Failure,ERR_PAYLOAD,POST,63,0
T007924,Schema Mismatch,ERR_AUTH,POST,982,2
T001479,Rate Limit,ERR_AUTH,GET,153,3
T008610,Auth Failure,ERR_500,PUT,705,3
T008084,Timeout,ERR_AUTH,GET,120,0
T007414,Auth Failure,ERR_PAYLOAD,POST,39,0
T008871,500 Server Error,ERR_RATE,PUT,498,0
T006446,Schema Mismatch,ERR_TIMEOUT,GET,190,1
T005600,Rate Limit,ERR_AUTH,GET,570,0
T006382,Rate Limit,ERR_500,POST,250,1
T005735,Auth Failure,ERR_AUTH,GET,31,0
T008084,Schema Mismatch,ERR_500,POST,9,0
T004476,Rate Limit,ERR_TIMEOUT,PUT,52,0
T010972,Payload Error,ERR_500,GET,116,0
T009930,Timeout,ERR_TIMEOUT,GET,157,0
T003997,500 Server Error,ERR_SCHEMA,POST,599,0
T007115,Auth Failure,ERR_AUTH,GET,634,0
T001039,Schema Mismatch,ERR_AUTH,GET,182,0
T001108,Timeout,ERR_TIMEOUT,POST,320,3
T008005,Timeout,ERR_500,POST,41,0
T010481,Auth Failure,ERR_AUTH,POST,909,1
T008790,Auth Failure,ERR_AUTH,GET,123,0
T006459,Schema Mismatch,ERR_TIMEOUT,GET,313,0
T004703,Rate Limit,ERR_PAYLOAD,GET,241,0
T003441,500 Server Error,ERR_SCHEMA,GET,436,0
T006589,Timeout,ERR_500,GET,1464,0
T010181,Schema Mismatch,ERR_RATE,PUT,171,2
T001695,Payload Error,ERR_500,GET,105,1
T004393,Schema Mismatch,ERR_TIMEOUT,POST,31,0
T002928,Timeout,ERR_500,GET,471,0
T000080,Auth Failure,ERR_500,POST,112,0
T010513,Payload Error,ERR_AUTH,POST,176,0
T002259,Auth Failure,ERR_SCHEMA,POST,941,3
T000704,Timeout,ERR_RATE,GET,881,1
T007772,Schema Mismatch,ERR_500,GET,355,0
T006200,Timeout,ERR_TIMEOUT,PUT,32,0
T004616,Timeout,ERR_AUTH,PUT,178,1
T008476,Auth Failure,ERR_RATE,GET,717,0
T000080,500 Server Error,ERR_TIMEOUT,GET,210,0
T010019,Rate Limit,ERR_RATE,PUT,1241,0
T008146,Timeout,ERR_PAYLOAD,POST,62,2
T004200,Rate Limit,ERR_RATE,GET,273,0
T002360,500 Server Error,ERR_RATE,POST,62,0
T005046,Rate Limit,ERR_PAYLOAD,GET,476,2
T007010,500 Server Error,ERR_PAYLOAD,GET,748,0
T005355,Auth Failure,ERR_SCHEMA,POST,19,0
T010043,Auth Failure,ERR_SCHEMA,GET,167,0
T001059,Timeout,ERR_TIMEOUT,GET,11,0
T005854,Payload Error,ERR_PAYLOAD,DELETE,21,0
T010307,Payload Error,ERR_AUTH,GET,137,0
T006349,Auth Failure,ERR_TIMEOUT,POST,262,1
T007019,Payload Error,ERR_RATE,DELETE,572,0
T004245,Rate Limit,ERR_TIMEOUT,GET,882,0
T001929,Auth Failure,ERR_PAYLOAD,GET,93,0
T006639,Timeout,ERR_SCHEMA,GET,76,0
T006669,Timeout,ERR_500,POST,51,0
T001045,500 Server Error,ERR_TIMEOUT,GET,5,0
T008231,Auth Failure,ERR_TIMEOUT,PUT,229,0
T003892,Payload Error,ERR_500,PUT,227,2
T008257,Payload Error,ERR_SCHEMA,POST,26,0
T006442,500 Server Error,ERR_AUTH,GET,5,2
T005159,Rate Limit,ERR_AUTH,GET,144,1
T001175,Schema Mismatch,ERR_500,DELETE,24,0
T003907,Payload Error,ERR_500,GET,17,0
T000286,Auth Failure,ERR_TIMEOUT,DELETE,204,1
T001761,Auth Failure,ERR_SCHEMA,PUT,502,0
T000343,Timeout,ERR_PAYLOAD,POST,331,0
T002780,Rate Limit,ERR_PAYLOAD,PUT,50,2
T007747,Rate Limit,ERR_AUTH,DELETE,324,2
T004323,Timeout,ERR_SCHEMA,GET,129,1
T005347,Schema Mismatch,ERR_RATE,GET,26,3
T010270,Rate Limit,ERR_SCHEMA,GET,138,1
T009279,Timeout,ERR_AUTH,POST,602,2
T005143,Payload Error,ERR_PAYLOAD,GET,68,2
T000887,Auth Failure,ERR_SCHEMA,GET,202,0
T000110,500 Server Error,ERR_TIMEOUT,GET,129,0
T000533,Auth Failure,ERR_TIMEOUT,GET,482,0
T000527,Timeout,ERR_AUTH,GET,274,0
T008295,Schema Mismatch,ERR_RATE,GET,158,3
T009532,Payload Error,ERR_500,GET,171,0
T005209,Timeout,ERR_SCHEMA,GET,701,0
T000083,Payload Error,ERR_AUTH,GET,87,0
T003571,Payload Error,ERR_TIMEOUT,POST,26,0
T009597,Payload Error,ERR_TIMEOUT,POST,575,1
T004838,Timeout,ERR_PAYLOAD,POST,194,0
T004813,Timeout,ERR_PAYLOAD,PUT,14,0
T010295,Rate Limit,ERR_500,POST,705,0
T006381,500 Server Error,ERR_AUTH,GET,296,0
T004570,Rate Limit,ERR_RATE,PUT,87,0
T005990,Auth Failure,ERR_AUTH,POST,359,0
T008562,Rate Limit,ERR_PAYLOAD,POST,93,0
T004905,Schema Mismatch,ERR_RATE,GET,148,0
T003587,Schema Mismatch,ERR_TIMEOUT,GET,130,0
T009518,Schema Mismatch,ERR_AUTH,GET,410,1
T009083,Auth Failure,ERR_AUTH,GET,33,0
T007257,Timeout,ERR_TIMEOUT,POST,99,0
T000523,Schema Mismatch,ERR_PAYLOAD,GET,694,0
T002224,Timeout,ERR_RATE,GET,647,0
T007304,Schema Mismatch,ERR_RATE,POST,1058,2
T009565,Rate Limit,ERR_PAYLOAD,POST,8,0
T001277,Rate Limit,ERR_500,GET,36,0
T008612,Timeout,ERR_500,GET,1033,2
T009544,Schema Mismatch,ERR_SCHEMA,GET,102,0
T010632,Timeout,ERR_AUTH,POST,389,0
T007976,Payload Error,ERR_PAYLOAD,GET,879,0
T007478,Timeout,ERR_500,POST,529,1
T006460,Timeout,ERR_TIMEOUT,GET,146,1
T000195,Timeout,ERR_TIMEOUT,DELETE,288,2
T007274,Timeout,ERR_RATE,POST,164,0
T002112,500 Server Error,ERR_SCHEMA,GET,111,1
T008431,Timeout,ERR_TIMEOUT,POST,407,0
T000996,500 Server Error,ERR_PAYLOAD,PUT,1187,0
T005083,500 Server Error,ERR_500,PUT,180,1
T008271,Auth Failure,ERR_500,POST,240,2
T009518,Payload Error,ERR_500,PUT,171,1
T003484,500 Server Error,ERR_SCHEMA,POST,1118,2
T000797,Schema Mismatch,ERR_AUTH,POST,388,2
T002468,500 Server Error,ERR_RATE,GET,209,0
T009843,Rate Limit,ERR_TIMEOUT,GET,429,0
T006259,Timeout,ERR_TIMEOUT,POST,48,1
T003448,Payload Error,ERR_PAYLOAD,GET,10,2
T005017,Rate Limit,ERR_AUTH,GET,214,1
T002749,Rate Limit,ERR_PAYLOAD,GET,354,0
T005513,Timeout,ERR_RATE,POST,32,3
T004564,Rate Limit,ERR_RATE,POST,91,1
T006693,Rate Limit,ERR_500,GET,1198,0
T010065,500 Server Error,ERR_TIMEOUT,GET,58,3
T009924,Timeout,ERR_TIMEOUT,POST,52,2
T003184,Timeout,ERR_PAYLOAD,GET,142,0
T008953,Rate Limit,ERR_500,GET,2159,0
T004990,Payload Error,ERR_500,PUT,111,0
T003681,Rate Limit,ERR_TIMEOUT,DELETE,68,0
T003572,500 Server Error,ERR_RATE,POST,58,1
T000756,Auth Failure,ERR_PAYLOAD,GET,473,1
T009531,Timeout,ERR_TIMEOUT,GET,541,0
T004272,Auth Failure,ERR_TIMEOUT,POST,376,2
T000455,Timeout,ERR_RATE,GET,641,0
T002112,Schema Mismatch,ERR_PAYLOAD,POST,698,2
T003314,Schema Mismatch,ERR_AUTH,PUT,471,0
T003306,Rate Limit,ERR_TIMEOUT,PUT,313,0
T005371,Rate Limit,ERR_500,PUT,442,1
T002913,Payload Error,ERR_AUTH,GET,960,0
T004831,Auth Failure,ERR_AUTH,GET,376,0
T009958,Auth Failure,ERR_500,POST,403,0
T004286,Payload Error,ERR_TIMEOUT,GET,125,0
T010535,Timeout,ERR_RATE,PUT,196,0
T010427,Schema Mismatch,ERR_500,POST,977,2
T010229,500 Server Error,ERR_RATE,POST,653,0
T003130,Payload Error,ERR_PAYLOAD,GET,48,1
T010019,Auth Failure,ERR_RATE,GET,30,0
T004583,Payload Error,ERR_RATE,POST,181,0
T006738,Auth Failure,ERR_PAYLOAD,GET,58,0
T003176,Auth Failure,ERR_500,PUT,970,0
T002788,Rate Limit,ERR_SCHEMA,GET,420,1
T009482,Schema Mismatch,ERR_500,GET,547,0
T005131,Rate Limit,ERR_SCHEMA,POST,320,0
T009648,Rate Limit,ERR_RATE,GET,467,0
T010173,Schema Mismatch,ERR_TIMEOUT,GET,76,1
T006739,Timeout,ERR_PAYLOAD,POST,1306,0
T005412,Rate Limit,ERR_SCHEMA,POST,268,1
T000985,Payload Error,ERR_AUTH,GET,124,0
T003101,Payload Error,ERR_TIMEOUT,POST,1299,0
T010992,Timeout,ERR_TIMEOUT,GET,6,0
T010736,Timeout,ERR_SCHEMA,POST,351,0
T001718,Payload Error,ERR_TIMEOUT,GET,528,0
T005620,Auth Failure,ERR_500,GET,27,1
T002962,Auth Failure,ERR_PAYLOAD,GET,501,0
T006401,500 Server Error,ERR_PAYLOAD,DELETE,366,0
T004862,500 Server Error,ERR_PAYLOAD,GET,107,0
T002751,500 Server Error,ERR_RATE,PUT,36,0
T009785,Timeout,ERR_RATE,GET,446,0
T005499,Rate Limit,ERR_PAYLOAD,GET,762,0
T003306,Rate Limit,ERR_SCHEMA,DELETE,168,3
T004188,Payload Error,ERR_AUTH,GET,254,0
T000347,Timeout,ERR_SCHEMA,POST,153,0
T008051,500 Server Error,ERR_TIMEOUT,GET,431,1
T000121,500 Server Error,ERR_SCHEMA,POST,592,0
T002062,Schema Mismatch,ERR_500,POST,283,0
T010307,Rate Limit,ERR_SCHEMA,GET,200,0
T010345,Auth Failure,ERR_SCHEMA,POST,368,1
T001108,Payload Error,ERR_RATE,GET,166,2
T006982,500 Server Error,ERR_500,GET,287,3
T007057,Timeout,ERR_PAYLOAD,GET,216,0
T001094,500 Server Error,ERR_PAYLOAD,POST,58,1
T004380,500 Server Error,ERR_TIMEOUT,POST,151,0
T005637,Timeout,ERR_RATE,PUT,90,1
T003650,Rate Limit,ERR_TIMEOUT,PUT,97,0
T000308,Rate Limit,ERR_AUTH,DELETE,4,2
T005295,Auth Failure,ERR_500,GET,527,1
T006725,Rate Limit,ERR_SCHEMA,POST,8,0
T005936,Timeout,ERR_RATE,POST,436,1
T004783,Timeout,ERR_500,POST,55,1
T004787,Schema Mismatch,ERR_RATE,GET,814,0
T006628,Rate Limit,ERR_RATE,GET,490,1
T003977,Payload Error,ERR_SCHEMA,POST,36,0
T003835,Auth Failure,ERR_TIMEOUT,GET,488,1
T000363,Auth Failure,ERR_PAYLOAD,GET,133,1
T008271,Rate Limit,ERR_AUTH,POST,736,0
T008231,Payload Error,ERR_PAYLOAD,GET,213,2
T007248,Schema Mismatch,ERR_500,DELETE,396,0
T001788,Timeout,ERR_RATE,GET,6,1
T004098,Rate Limit,ERR_AUTH,DELETE,17,0
T004191,Payload Error,ERR_PAYLOAD,GET,0,0
T002253,Rate Limit,ERR_RATE,GET,9,2
T002359,Rate Limit,ERR_500,POST,241,1
T009813,Timeout,ERR_SCHEMA,POST,459,0
T004955,Auth Failure,ERR_AUTH,POST,15,0
T007641,500 Server Error,ERR_TIMEOUT,GET,95,0
T005292,500 Server Error,ERR_RATE,GET,185,1
T000323,Auth Failure,ERR_SCHEMA,GET,212,0
T010643,500 Server Error,ERR_PAYLOAD,POST,328,0
T001367,Rate Limit,ERR_500,PUT,23,0
T001687,Auth Failure,ERR_TIMEOUT,PUT,437,0
T005925,Timeout,ERR_PAYLOAD,GET,47,0
T002089,500 Server Error,ERR_AUTH,POST,160,3
T001862,Timeout,ERR_TIMEOUT,DELETE,100,3
T003276,Timeout,ERR_500,POST,203,2
T007097,Auth Failure,ERR_RATE,GET,70,0
T007640,Schema Mismatch,ERR_500,GET,375,0
T003153,500 Server Error,ERR_RATE,GET,284,0
T000292,Schema Mismatch,ERR_PAYLOAD,POST,298,1
T004807,Timeout,ERR_500,GET,380,0
T003803,Rate Limit,ERR_500,POST,71,0
T009202,500 Server Error,ERR_500,POST,250,0
T001419,Schema Mismatch,ERR_PAYLOAD,GET,244,0
T009144,Rate Limit,ERR_500,GET,320,0
T000935,Rate Limit,ERR_RATE,GET,455,0
T010189,Payload Error,ERR_PAYLOAD,GET,690,0
T007666,Timeout,ERR_500,PUT,38,0
T007431,Schema Mismatch,ERR_TIMEOUT,POST,38,0
T010513,Auth Failure,ERR_SCHEMA,GET,36,0
T000658,Auth Failure,ERR_RATE,POST,667,1
T001073,Rate Limit,ERR_AUTH,GET,126,0
T006678,500 Server Error,ERR_RATE,GET,330,0
T005015,Timeout,ERR_SCHEMA,POST,136,0
T010597,500 Server Error,ERR_TIMEOUT,GET,193,0
T000879,Timeout,ERR_TIMEOUT,GET,291,0
T003717,Auth Failure,ERR_500,PUT,164,0
T002089,Rate Limit,ERR_PAYLOAD,PUT,28,0
T005620,Timeout,ERR_AUTH,GET,258,0
T008615,500 Server Error,ERR_RATE,GET,649,3
T005936,Schema Mismatch,ERR_SCHEMA,POST,216,1
T001059,Schema Mismatch,ERR_RATE,GET,716,1
T002341,Rate Limit,ERR_500,PUT,259,1
T010513,Rate Limit,ERR_TIMEOUT,DELETE,333,0
T003385,Auth Failure,ERR_500,POST,113,2
T010361,Rate Limit,ERR_SCHEMA,POST,162,0
T001024,Rate Limit,ERR_RATE,POST,280,2
T001164,Auth Failure,ERR_SCHEMA,PUT,475,1
T002820,Auth Failure,ERR_PAYLOAD,POST,379,0
T004243,Auth Failure,ERR_500,POST,319,1
T001924,500 Server Error,ERR_RATE,POST,899,1
T002256,Payload Error,ERR_RATE,POST,13,2
T001094,Timeout,ERR_TIMEOUT,PUT,667,1
T003143,Schema Mismatch,ERR_SCHEMA,PUT,167,1
T008888,500 Server Error,ERR_PAYLOAD,GET,59,3
T005714,Timeout,ERR_PAYLOAD,GET,34,0
T003814,Timeout,ERR_500,POST,1179,2
T003424,Schema Mismatch,ERR_RATE,POST,934,0
T006410,500 Server Error,ERR_TIMEOUT,GET,1341,1
T001825,Timeout,ERR_AUTH,POST,275,0
T004983,Auth Failure,ERR_RATE,GET,211,0
T009306,Payload Error,ERR_TIMEOUT,GET,335,0
T006915,Payload Error,ERR_RATE,DELETE,120,0
T007253,Timeout,ERR_PAYLOAD,POST,112,0
T007843,Auth Failure,ERR_AUTH,GET,244,0
