ticket_id,created_at,first_response_at,resolved_at,priority,status,issue_type,channel,customer_id,agent_id,first_response_mins,resolution_time_hours,sla_hours,sla_breached,reopened,escalated,csat,created_date,created_hour,created_weekday,agent_name,team,experience_years,customer_size,customer_segment,year_month
T006895,2025-02-04 07:29:15,2025-02-04 14:39:15,2025-02-04 08:29:15.000000,Low,Closed,Performance Issue,Email,C0463,A021,430.0,1.0,168,0,False,False,4.0,2025-02-04,7,Tuesday,Agent_21,Tier 2,2.0,Small,E-commerce,2025-02
T006896,2025-07-29 16:05:03,2025-07-29 22:51:03,2025-07-31 15:39:58.239412,Low,Closed,Ui Bug,Phone,C0350,A001,406.0,47.582010947777775,168,0,False,False,3.9,2025-07-29,16,Tuesday,Agent_1,Tier 1,1.3,Small,Retail,2025-07
T006897,2025-06-30 16:45:29,2025-06-30 18:20:29,2025-07-01 00:33:40.833911,Medium,Closed,Login Issue,Chat,C0123,A015,95.0,7.8032871975,72,0,False,False,5.0,2025-06-30,16,Monday,Agent_15,Tier 1,2.8,Small,FinTech,2025-06
T006898,2025-07-25 02:47:37,2025-07-25 07:43:37,2025-07-26 00:41:59.077308,Low,Closed,Data Mismatch,Chat,C0031,A017,296.0,21.906132585555557,168,0,True,False,3.0,2025-07-25,2,Friday,Agent_17,Tier 1,1.2,Small,Healthcare,2025-07
T006899,2025-07-03 03:35:09,2025-07-03 07:43:09,2025-07-05 03:14:20.991595,Medium,Closed,Integration Config,Portal,C0055,A014,248.0,47.65333099861111,72,0,False,False,2.9,2025-07-03,3,Thursday,Agent_14,Tier 1,5.5,Large,Retail,2025-07
T006900,2025-04-05 04:50:59,2025-04-05 10:53:59,2025-04-06 04:28:43.511493,Low,Closed,Billing Query,Email,C0153,A019,363.0,23.62903097027778,168,0,False,False,3.5,2025-04-05,4,Saturday,Agent_19,Tier 1,1.1,Medium,FinTech,2025-04
T006901,2025-03-29 20:01:45,2025-03-29 21:49:45,2025-03-30 22:23:40.920035,Medium,Closed,Data Mismatch,Portal,C0456,A034,108.0,26.365533343055557,72,0,False,False,4.9,2025-03-29,20,Saturday,Agent_34,Integration,4.4,Large,Retail,2025-03
T006902,2025-10-27 20:20:47,2025-10-28 01:25:47,2025-10-27 21:27:16.915526,Low,Closed,Login Issue,Email,C0286,A006,305.0,1.1083098683333334,168,0,False,False,3.1,2025-10-27,20,Monday,Agent_6,Tier 1,3.2,Small,Healthcare,2025-10
T006903,2025-06-18 14:44:57,2025-06-18 18:50:57,2025-06-18 15:44:57.000000,Medium,Closed,Login Issue,Portal,C0036,A006,246.0,1.0,72,0,False,False,3.2,2025-06-18,14,Wednesday,Agent_6,Tier 1,3.2,Large,FinTech,2025-06
T006904,2025-09-19 21:20:25,2025-09-20 06:02:25,2025-09-20 22:09:12.146337,Low,Closed,Payroll Sync Error,Portal,C0797,A005,522.0,24.81309620472222,168,0,False,False,2.4,2025-09-19,21,Friday,Agent_5,Tier 1,1.6,Medium,Retail,2025-09
T006905,2025-07-23 05:58:48,2025-07-23 09:40:48,2025-07-25 09:24:27.693693,Medium,Closed,Payroll Sync Error,Email,C0256,A007,222.0,51.4276926925,72,0,False,False,3.3,2025-07-23,5,Wednesday,Agent_7,Tier 1,1.7,Small,FinTech,2025-07
T006906,2025-02-09 13:27:38,2025-02-09 15:42:38,2025-02-09 22:25:49.582293,Low,Closed,Permission Issue,Chat,C0178,A033,135.0,8.969883970277778,168,0,False,False,3.4,2025-02-09,13,Sunday,Agent_33,Tier 1,1.0,Medium,Education,2025-02
T006907,2025-03-23 19:46:30,2025-03-24 00:59:30,2025-03-24 01:16:22.347126,Medium,Closed,Api Failure,Portal,C0548,A013,313.0,5.497874201666667,72,0,False,False,4.7,2025-03-23,19,Sunday,Agent_13,Integration,6.6,Medium,E-commerce,2025-03
T006908,2025-07-18 01:01:21,2025-07-18 01:55:21,2025-07-18 07:08:36.062966,High,Closed,Api Failure,Chat,C0254,A001,54.0,6.1208508238888895,24,0,False,False,3.8,2025-07-18,1,Friday,Agent_1,Tier 1,1.3,Small,Healthcare,2025-07
T006909,2025-05-12 08:32:56,2025-05-12 12:59:56,2025-05-13 19:51:59.196295,Low,Closed,Integration Config,Email,C0508,A013,267.0,35.31755452638889,168,0,False,False,3.2,2025-05-12,8,Monday,Agent_13,Integration,6.6,Small,HR,2025-05
T006910,2025-08-19 17:56:03,2025-08-19 19:11:03,2025-08-20 03:38:56.141913,High,Closed,Api Failure,Portal,C0674,A027,75.0,9.7147616425,24,0,False,True,3.5,2025-08-19,17,Tuesday,Agent_27,Tier 1,1.3,Small,FinTech,2025-08
T006911,2025-04-03 00:48:39,2025-04-03 01:51:39,2025-04-03 06:04:41.869449,Medium,Closed,Login Issue,Chat,C0021,A007,63.0,5.267463735833334,72,0,False,False,4.5,2025-04-03,0,Thursday,Agent_7,Tier 1,1.7,Small,Healthcare,2025-04
T006912,2025-08-28 04:56:29,2025-08-28 06:34:29,2025-08-29 04:11:05.554124,Low,Closed,Data Mismatch,Chat,C0075,A003,98.0,23.24348725666667,168,0,False,False,3.7,2025-08-28,4,Thursday,Agent_3,Tier 2,1.1,Enterprise,Healthcare,2025-08
T006913,2024-11-04 12:17:26,2024-11-04 12:36:26,2024-11-04 15:45:31.560438,Urgent,Closed,Login Issue,Email,C0719,A025,19.0,3.468211232777778,4,0,False,True,4.5,2024-11-04,12,Monday,Agent_25,Tier 1,1.7,Medium,Education,2024-11
T006914,2024-12-10 00:31:24,2024-12-10 03:49:24,2024-12-12 09:52:19.223489,Medium,Closed,Data Mismatch,Email,C0460,A033,198.0,57.34867319138889,72,0,False,False,2.8,2024-12-10,0,Tuesday,Agent_33,Tier 1,1.0,Small,E-commerce,2024-12
T006915,2024-11-17 04:29:18,2024-11-17 10:26:18,2024-11-18 08:32:10.392001,Low,Closed,Permission Issue,Phone,C0178,A040,357.0,28.047886666944443,168,0,False,False,3.1,2024-11-17,4,Sunday,Agent_40,Tier 1,1.2,Medium,Education,2024-11
T006916,2025-08-30 16:18:07,2025-08-30 17:45:07,2025-08-31 02:27:35.566800,High,Closed,Billing Query,Email,C0382,A017,87.0,10.157935222222223,24,0,False,True,3.9,2025-08-30,16,Saturday,Agent_17,Tier 1,1.2,Medium,FinTech,2025-08
T006917,2024-12-02 22:59:18,2024-12-03 09:40:18,2024-12-03 08:32:40.784881,Low,Closed,Login Issue,Portal,C0037,A014,641.0,9.556329133611111,168,0,True,False,3.0,2024-12-02,22,Monday,Agent_14,Tier 1,5.5,Large,Healthcare,2024-12
T006918,2024-11-20 21:04:39,2024-11-20 22:56:39,2024-11-21 07:07:44.921176,Medium,Closed,Api Failure,Chat,C0120,A037,112.0,10.051644771111112,72,0,False,False,3.3,2024-11-20,21,Wednesday,Agent_37,Tier 1,4.0,Medium,E-commerce,2024-11
T006919,2025-09-09 02:04:16,2025-09-09 09:49:16,2025-09-10 02:31:02.406288,Low,Closed,Data Mismatch,Portal,C0630,A023,465.0,24.446223968888887,168,0,False,False,3.1,2025-09-09,2,Tuesday,Agent_23,Tier 1,4.5,Medium,E-commerce,2025-09
T006920,2024-11-13 02:28:36,2024-11-13 07:13:36,2024-11-13 03:28:36.000000,Medium,Closed,Api Failure,Email,C0001,A024,285.0,1.0,72,0,False,False,3.8,2024-11-13,2,Wednesday,Agent_24,Tier 1,1.9,Large,FinTech,2024-11
T006921,2024-12-15 06:11:13,2024-12-15 13:02:13,2024-12-16 11:40:58.561438,Low,Closed,Ui Bug,Email,C0721,A029,411.0,29.495989288333334,168,0,False,False,3.9,2024-12-15,6,Sunday,Agent_29,Tier 2,1.2,Medium,HR,2024-12
T006922,2025-06-17 11:05:53,2025-06-17 15:31:53,2025-06-17 16:17:37.033702,Medium,Closed,Login Issue,Email,C0311,A038,266.0,5.195564917222223,72,0,False,False,4.4,2025-06-17,11,Tuesday,Agent_38,Tier 1,1.2,Enterprise,HR,2025-06
T006923,2025-10-05 15:54:22,2025-10-05 17:19:22,2025-10-08 20:43:31.334455,Low,Closed,Integration Config,Email,C0208,A027,85.0,76.81925957083334,168,0,False,False,2.6,2025-10-05,15,Sunday,Agent_27,Tier 1,1.3,Medium,Retail,2025-10
T006924,2025-03-12 01:27:00,2025-03-12 05:07:00,2025-03-13 22:45:12.981897,Low,Closed,Billing Query,Chat,C0154,A038,220.0,45.303606082499996,168,0,False,False,3.4,2025-03-12,1,Wednesday,Agent_38,Tier 1,1.2,Small,Healthcare,2025-03
T006925,2024-12-13 18:03:13,2024-12-13 22:45:13,2024-12-13 23:57:34.126258,Low,Closed,Performance Issue,Phone,C0762,A040,282.0,5.905868405,168,0,False,False,3.2,2024-12-13,18,Friday,Agent_40,Tier 1,1.2,Medium,E-commerce,2024-12
T006926,2025-10-31 18:13:39,2025-10-31 22:03:39,2025-10-31 19:13:39.000000,Medium,Closed,Permission Issue,Email,C0683,A023,230.0,1.0,72,0,False,False,4.4,2025-10-31,18,Friday,Agent_23,Tier 1,4.5,Small,Education,2025-10
T006927,2025-05-07 05:01:22,2025-05-07 15:42:22,2025-05-07 06:01:22.000000,Low,Closed,Login Issue,Email,C0315,A031,641.0,1.0,168,0,False,False,3.2,2025-05-07,5,Wednesday,Agent_31,Tier 2,4.0,Small,Education,2025-05
T006928,2025-01-10 18:49:22,2025-01-10 23:13:22,2025-01-12 16:15:40.048354,Medium,Closed,Data Mismatch,Email,C0307,A036,264.0,45.438346765,72,0,False,False,4.3,2025-01-10,18,Friday,Agent_36,Integration,3.6,Small,E-commerce,2025-01
T006929,2025-10-29 21:56:01,2025-10-30 06:40:01,2025-10-30 15:57:08.408900,Low,Closed,Ui Bug,Email,C0504,A017,524.0,18.018724694444444,168,0,False,False,2.9,2025-10-29,21,Wednesday,Agent_17,Tier 1,1.2,Small,Retail,2025-10
T006930,2025-03-02 15:15:08,2025-03-02 19:46:08,2025-03-03 11:24:51.031059,Low,Closed,Performance Issue,Phone,C0619,A037,271.0,20.161953071944446,168,0,False,False,4.6,2025-03-02,15,Sunday,Agent_37,Tier 1,4.0,Small,Retail,2025-03
T006931,2024-11-30 13:19:49,2024-11-30 14:53:49,2024-12-01 01:38:56.985793,High,Closed,Billing Query,Email,C0655,A003,94.0,12.3188849425,24,0,False,False,4.9,2024-11-30,13,Saturday,Agent_3,Tier 2,1.1,Small,Education,2024-11
T006932,2025-07-24 21:54:25,2025-07-24 22:58:25,2025-07-25 23:14:21.678207,High,Closed,Performance Issue,Portal,C0520,A036,64.0,25.332410613055558,24,0,False,False,4.3,2025-07-24,21,Thursday,Agent_36,Integration,3.6,Small,E-commerce,2025-07
T006933,2025-06-02 20:07:09,2025-06-02 21:05:09,2025-06-03 10:51:41.141239,High,Closed,Billing Query,Chat,C0606,A005,58.0,14.742261455277777,24,0,False,True,5.0,2025-06-02,20,Monday,Agent_5,Tier 1,1.6,Medium,E-commerce,2025-06
T006934,2025-09-17 13:34:53,2025-09-17 14:49:53,2025-09-17 16:58:35.868227,High,Closed,Ui Bug,Portal,C0097,A015,75.0,3.395241174166667,24,0,True,False,3.7,2025-09-17,13,Wednesday,Agent_15,Tier 1,2.8,Medium,Healthcare,2025-09
T006935,2025-03-31 18:43:35,2025-04-01 02:45:35,2025-04-01 13:40:52.419060,Low,Closed,Integration Config,Email,C0490,A006,482.0,18.95483862777778,168,0,False,False,2.6,2025-03-31,18,Monday,Agent_6,Tier 1,3.2,Small,Education,2025-03
T006936,2024-11-02 14:16:39,2024-11-03 01:17:39,2024-11-03 21:48:57.669811,Low,Closed,Performance Issue,Portal,C0007,A010,661.0,31.538519391944444,168,0,False,False,2.1,2024-11-02,14,Saturday,Agent_10,Tier 2,1.4,Medium,FinTech,2024-11
T006937,2025-07-10 14:09:00,2025-07-10 19:29:00,2025-07-11 12:50:03.257465,Low,Closed,Data Mismatch,Chat,C0786,A032,320.0,22.684238184722222,168,0,False,False,4.1,2025-07-10,14,Thursday,Agent_32,Tier 1,1.4,Medium,Retail,2025-07
T006938,2025-02-08 04:39:57,2025-02-08 04:56:57,2025-02-08 18:16:27.088896,Urgent,Closed,Permission Issue,Email,C0012,A023,17.0,13.608358026666666,4,0,False,False,4.8,2025-02-08,4,Saturday,Agent_23,Tier 1,4.5,Medium,E-commerce,2025-02
T006939,2025-06-27 08:49:56,2025-06-27 10:43:56,2025-06-28 04:09:42.120140,Medium,Closed,Performance Issue,Email,C0514,A017,114.0,19.329477816666667,72,0,False,False,4.7,2025-06-27,8,Friday,Agent_17,Tier 1,1.2,Small,Education,2025-06
T006940,2025-08-13 13:39:21,2025-08-13 21:01:21,2025-08-15 22:19:25.345590,Low,Closed,Data Mismatch,Portal,C0349,A020,442.0,56.667873775000004,168,0,False,False,2.5,2025-08-13,13,Wednesday,Agent_20,Tier 1,1.8,Small,E-commerce,2025-08
T006941,2025-08-16 12:36:38,2025-08-16 14:56:38,2025-08-18 22:34:58.113922,Medium,Closed,Payroll Sync Error,Email,C0007,A015,140.0,57.97225386722222,72,0,False,False,3.3,2025-08-16,12,Saturday,Agent_15,Tier 1,2.8,Medium,FinTech,2025-08
T006942,2024-12-19 06:22:43,2024-12-19 09:42:43,2024-12-19 21:41:46.517035,Medium,Closed,Payroll Sync Error,Email,C0500,A022,200.0,15.317643620833332,72,0,False,False,3.4,2024-12-19,6,Thursday,Agent_22,Tier 1,1.6,Small,E-commerce,2024-12
T006943,2024-12-24 13:44:16,2024-12-24 22:22:16,2024-12-25 02:31:41.524582,Low,Closed,Login Issue,Email,C0475,A006,518.0,12.790423494999999,168,0,False,False,3.0,2024-12-24,13,Tuesday,Agent_6,Tier 1,3.2,Large,E-commerce,2024-12
T006944,2025-07-24 07:02:34,2025-07-24 14:27:34,2025-07-24 13:20:05.746485,Low,Closed,Ui Bug,Email,C0524,A004,445.0,6.292151801388889,168,0,False,False,1.8,2025-07-24,7,Thursday,Agent_4,Tier 2,5.8,Small,HR,2025-07
T006945,2025-01-08 01:54:09,2025-01-08 09:27:09,2025-01-09 17:18:44.756169,Low,Closed,Ui Bug,Email,C0057,A023,453.0,39.40993226916667,168,0,False,False,2.9,2025-01-08,1,Wednesday,Agent_23,Tier 1,4.5,Medium,E-commerce,2025-01
T006946,2025-01-05 20:08:25,2025-01-05 20:19:25,2025-01-06 08:35:43.615405,Urgent,Closed,Data Mismatch,Chat,C0590,A019,11.0,12.455170945833332,4,0,False,True,4.4,2025-01-05,20,Sunday,Agent_19,Tier 1,1.1,Small,E-commerce,2025-01
T006947,2025-02-15 08:56:57,2025-02-15 10:13:57,2025-02-15 09:56:57.000000,Low,Closed,Ui Bug,Chat,C0586,A031,77.0,1.0,168,0,False,False,3.8,2025-02-15,8,Saturday,Agent_31,Tier 2,4.0,Small,HR,2025-02
T006948,2025-08-11 03:42:27,2025-08-11 04:20:27,2025-08-13 04:20:44.345133,Medium,Closed,Performance Issue,Phone,C0233,A003,38.0,48.638151425833335,72,0,False,False,3.2,2025-08-11,3,Monday,Agent_3,Tier 2,1.1,Small,Healthcare,2025-08
T006949,2024-12-20 20:08:00,2024-12-20 21:02:00,2024-12-21 03:26:24.803794,High,Closed,Api Failure,Email,C0791,A028,54.0,7.306889942777778,24,0,False,False,3.9,2024-12-20,20,Friday,Agent_28,Tier 2,4.2,Small,Education,2024-12
T006950,2025-10-17 01:36:46,2025-10-17 03:13:46,2025-10-18 00:58:21.045768,High,Closed,Billing Query,Email,C0030,A003,97.0,23.359734935555554,24,0,False,True,3.9,2025-10-17,1,Friday,Agent_3,Tier 2,1.1,Small,Education,2025-10
T006951,2025-04-16 13:09:32,2025-04-17 01:55:32,2025-04-16 17:39:45.153929,Low,Pending,Login Issue,Email,C0367,A014,766.0,4.5036538691666665,168,0,False,False,2.1,2025-04-16,13,Wednesday,Agent_14,Tier 1,5.5,Enterprise,HR,2025-04
T006952,2025-08-04 01:13:11,2025-08-04 03:04:11,2025-08-06 09:57:33.473133,Low,Closed,Data Mismatch,Phone,C0607,A018,111.0,56.739575870277775,168,0,True,False,3.7,2025-08-04,1,Monday,Agent_18,Tier 2,1.4,Medium,E-commerce,2025-08
T006953,2025-01-18 18:18:00,2025-01-18 20:52:00,2025-01-19 08:57:51.308097,High,Closed,Data Mismatch,Email,C0056,A027,154.0,14.664252249166667,24,0,False,False,4.0,2025-01-18,18,Saturday,Agent_27,Tier 1,1.3,Small,Healthcare,2025-01
T006954,2025-05-16 15:26:59,2025-05-16 18:27:59,2025-05-17 02:26:36.009339,Low,Closed,Permission Issue,Phone,C0010,A010,181.0,10.993613705277777,168,0,False,False,3.9,2025-05-16,15,Friday,Agent_10,Tier 2,1.4,Small,Healthcare,2025-05
T006955,2025-06-09 06:58:49,2025-06-09 08:38:49,2025-06-10 17:54:29.095047,Medium,Closed,Ui Bug,Email,C0147,A015,100.0,34.92780417972222,72,0,False,False,2.9,2025-06-09,6,Monday,Agent_15,Tier 1,2.8,Enterprise,Education,2025-06
T006956,2025-08-14 20:22:42,2025-08-14 20:24:42,2025-08-15 18:39:47.657859,High,Closed,Payroll Sync Error,Chat,C0364,A019,2.0,22.284904960833334,24,0,False,False,3.2,2025-08-14,20,Thursday,Agent_19,Tier 1,1.1,Small,FinTech,2025-08
T006957,2025-07-31 18:15:45,2025-07-31 18:39:45,2025-07-31 20:10:43.459941,High,Closed,Api Failure,Chat,C0599,A009,24.0,1.9162388725,24,0,False,True,4.8,2025-07-31,18,Thursday,Agent_9,Tier 2,2.6,Enterprise,FinTech,2025-07
T006958,2025-03-06 11:54:12,2025-03-06 18:46:12,2025-03-07 01:22:57.983548,Low,Closed,Api Failure,Email,C0253,A004,412.0,13.479439874444443,168,0,False,False,3.6,2025-03-06,11,Thursday,Agent_4,Tier 2,5.8,Small,Healthcare,2025-03
T006959,2024-12-19 19:00:45,2024-12-20 02:52:45,2024-12-20 07:50:08.337994,Low,Closed,Api Failure,Chat,C0699,A015,472.0,12.823149442777778,168,0,False,False,2.6,2024-12-19,19,Thursday,Agent_15,Tier 1,2.8,Medium,E-commerce,2024-12
T006960,2025-07-30 03:52:50,2025-07-30 14:35:50,2025-07-31 01:05:08.375342,Low,Closed,Ui Bug,Email,C0745,A008,643.0,21.205104261666666,168,0,False,False,2.7,2025-07-30,3,Wednesday,Agent_8,Integration,2.5,Medium,Education,2025-07
T006961,2025-09-02 18:55:53,2025-09-02 19:10:53,2025-09-03 05:11:50.636670,Urgent,Closed,Data Mismatch,Phone,C0253,A001,15.0,10.266010186111112,4,0,False,False,4.7,2025-09-02,18,Tuesday,Agent_1,Tier 1,1.3,Small,Healthcare,2025-09
T006962,2024-12-04 05:23:01,2024-12-04 10:54:01,2024-12-04 21:50:24.829517,Medium,Closed,Permission Issue,Portal,C0443,A007,331.0,16.456619310277777,72,0,False,False,3.8,2024-12-04,5,Wednesday,Agent_7,Tier 1,1.7,Enterprise,E-commerce,2024-12
T006963,2025-08-11 04:25:51,2025-08-11 19:51:51,2025-08-12 10:49:40.958262,Low,Closed,Billing Query,Email,C0736,A031,926.0,30.397210628333333,168,0,False,False,1.9,2025-08-11,4,Monday,Agent_31,Tier 2,4.0,Medium,HR,2025-08
T006964,2025-08-03 09:00:48,2025-08-03 17:44:48,2025-08-04 02:41:54.421151,Low,Closed,Ui Bug,Chat,C0340,A018,524.0,17.68511698638889,168,0,False,False,4.2,2025-08-03,9,Sunday,Agent_18,Tier 2,1.4,Medium,Education,2025-08
T006965,2025-02-02 23:40:59,2025-02-03 00:51:59,2025-02-03 00:40:59.000000,High,Closed,Login Issue,Email,C0516,A012,71.0,1.0,24,0,False,False,5.0,2025-02-02,23,Sunday,Agent_12,Escalations,4.0,Small,FinTech,2025-02
T006966,2025-03-18 12:54:47,2025-03-18 19:33:47,2025-03-19 04:07:46.329932,Low,Closed,Permission Issue,Email,C0353,A030,399.0,15.216480536666667,168,0,False,False,3.2,2025-03-18,12,Tuesday,Agent_30,Tier 1,9.7,Medium,E-commerce,2025-03
T006967,2025-07-11 05:07:45,2025-07-11 06:37:45,2025-07-11 23:40:37.256557,High,Closed,Ui Bug,Email,C0624,A033,90.0,18.547849043611112,24,0,False,False,4.2,2025-07-11,5,Friday,Agent_33,Tier 1,1.0,Small,Education,2025-07
T006968,2025-01-16 09:28:20,2025-01-16 10:05:20,2025-01-17 07:22:46.883491,High,Closed,Ui Bug,Email,C0705,A007,37.0,21.90746763638889,24,0,False,False,3.5,2025-01-16,9,Thursday,Agent_7,Tier 1,1.7,Small,Healthcare,2025-01
T006969,2025-05-15 02:14:16,2025-05-15 12:16:16,2025-05-16 18:11:19.948416,Low,Closed,Data Mismatch,Email,C0653,A028,602.0,39.95109678222222,168,0,False,False,3.2,2025-05-15,2,Thursday,Agent_28,Tier 2,4.2,Medium,FinTech,2025-05
T006970,2025-01-02 14:24:07,2025-01-02 16:01:07,2025-01-04 17:53:25.450412,Medium,Closed,Data Mismatch,Chat,C0323,A003,97.0,51.48845844777778,72,0,False,True,4.1,2025-01-02,14,Thursday,Agent_3,Tier 2,1.1,Medium,E-commerce,2025-01
T006971,2024-11-02 20:48:17,2024-11-03 00:29:17,2024-11-03 13:00:14.540076,Low,Closed,Billing Query,Chat,C0140,A006,221.0,16.199316687777777,168,0,False,False,3.6,2024-11-02,20,Saturday,Agent_6,Tier 1,3.2,Large,HR,2024-11
T006972,2025-09-22 15:24:40,2025-09-22 16:51:40,2025-09-23 07:01:32.275669,Low,Closed,Performance Issue,Phone,C0445,A031,87.0,15.614521019166668,168,0,False,False,3.3,2025-09-22,15,Monday,Agent_31,Tier 2,4.0,Large,Retail,2025-09
T006973,2024-11-23 08:29:35,2024-11-23 14:12:35,2024-11-24 06:19:59.557858,Low,Closed,Performance Issue,Chat,C0095,A038,343.0,21.840154960555555,168,0,False,False,2.8,2024-11-23,8,Saturday,Agent_38,Tier 1,1.2,Medium,Education,2024-11
T006974,2024-12-20 02:44:20,2024-12-20 03:46:20,2024-12-20 03:44:20.000000,Medium,Closed,Permission Issue,Phone,C0553,A015,62.0,1.0,72,0,False,False,3.4,2024-12-20,2,Friday,Agent_15,Tier 1,2.8,Medium,FinTech,2024-12
T006975,2024-11-27 16:23:53,2024-11-28 02:27:53,2024-11-28 04:03:05.295972,Low,Closed,Billing Query,Email,C0420,A007,604.0,11.653415547777778,168,0,False,False,2.0,2024-11-27,16,Wednesday,Agent_7,Tier 1,1.7,Enterprise,FinTech,2024-11
T006976,2025-01-08 14:07:49,2025-01-08 15:02:49,2025-01-08 16:57:34.960588,High,Closed,Login Issue,Email,C0514,A030,55.0,2.8294334966666668,24,0,False,False,2.5,2025-01-08,14,Wednesday,Agent_30,Tier 1,9.7,Small,Education,2025-01
T006977,2025-07-02 00:37:38,2025-07-02 03:34:38,2025-07-02 15:26:38.763134,Medium,Closed,Permission Issue,Portal,C0790,A027,177.0,14.816878648333333,72,0,False,False,3.3,2025-07-02,0,Wednesday,Agent_27,Tier 1,1.3,Large,FinTech,2025-07
T006978,2025-10-31 18:34:04,2025-11-01 02:04:04,2025-10-31 19:34:04.000000,Low,Closed,Login Issue,Email,C0150,A017,450.0,1.0,168,0,False,False,3.3,2025-10-31,18,Friday,Agent_17,Tier 1,1.2,Medium,E-commerce,2025-10
T006979,2025-01-18 00:00:02,2025-01-18 03:18:02,2025-01-20 03:55:53.960284,Low,Closed,Integration Config,Email,C0553,A018,198.0,51.93110007888889,168,0,False,False,3.6,2025-01-18,0,Saturday,Agent_18,Tier 2,1.4,Medium,FinTech,2025-01
T006980,2024-11-25 03:43:21,2024-11-25 05:47:21,2024-11-26 04:12:24.742190,Medium,Closed,Payroll Sync Error,Email,C0351,A022,124.0,24.484372830555557,72,0,False,False,3.2,2024-11-25,3,Monday,Agent_22,Tier 1,1.6,Small,FinTech,2024-11
T006981,2025-06-14 05:15:38,2025-06-14 07:06:38,2025-06-14 06:15:38.000000,Medium,Closed,Api Failure,Email,C0116,A026,111.0,1.0,72,0,False,False,3.1,2025-06-14,5,Saturday,Agent_26,Tier 2,2.6,Small,Healthcare,2025-06
T006982,2024-12-10 23:54:33,2024-12-11 04:58:33,2024-12-11 18:46:24.555133,Low,Closed,Payroll Sync Error,Portal,C0632,A027,304.0,18.86432087027778,168,0,False,False,3.4,2024-12-10,23,Tuesday,Agent_27,Tier 1,1.3,Medium,Healthcare,2024-12
T006983,2025-10-11 11:26:49,2025-10-11 11:29:49,2025-10-11 16:41:20.598800,Urgent,Closed,Api Failure,Chat,C0237,A040,3.0,5.242110777777778,4,0,False,True,3.7,2025-10-11,11,Saturday,Agent_40,Tier 1,1.2,Small,Healthcare,2025-10
T006984,2025-01-28 00:38:22,2025-01-28 02:19:22,2025-01-28 19:25:09.858259,Medium,Closed,Api Failure,Email,C0270,A024,101.0,18.7799606275,72,0,False,False,4.6,2025-01-28,0,Tuesday,Agent_24,Tier 1,1.9,Medium,Education,2025-01
T006985,2025-08-17 19:06:51,2025-08-17 19:13:51,2025-08-18 02:40:40.342330,Urgent,Closed,Login Issue,Portal,C0291,A008,7.0,7.5637062027777775,4,0,False,False,4.5,2025-08-17,19,Sunday,Agent_8,Integration,2.5,Small,Retail,2025-08
T006986,2024-11-21 00:58:50,2024-11-21 01:02:50,2024-11-21 09:01:33.622624,Urgent,Closed,Permission Issue,Chat,C0434,A021,4.0,8.04545072888889,4,0,False,True,4.9,2024-11-21,0,Thursday,Agent_21,Tier 2,2.0,Large,Healthcare,2024-11
T006987,2025-01-02 00:31:39,2025-01-02 02:44:39,2025-01-03 11:37:52.233498,Medium,Closed,Billing Query,Phone,C0009,A029,133.0,35.10367597166667,72,0,False,False,3.4,2025-01-02,0,Thursday,Agent_29,Tier 2,1.2,Large,Education,2025-01
T006988,2025-03-17 14:07:23,2025-03-17 17:21:23,2025-03-18 23:03:23.717548,Medium,Closed,Permission Issue,Email,C0751,A021,194.0,32.93353265222222,72,0,False,False,3.6,2025-03-17,14,Monday,Agent_21,Tier 2,2.0,Small,E-commerce,2025-03
T006989,2025-01-18 09:28:49,2025-01-18 14:17:49,2025-01-19 11:41:09.606842,Low,Closed,Permission Issue,Email,C0630,A003,289.0,26.205724122777777,168,0,False,False,2.4,2025-01-18,9,Saturday,Agent_3,Tier 2,1.1,Medium,E-commerce,2025-01
T006990,2025-02-07 17:35:08,2025-02-07 18:22:08,2025-02-08 07:28:55.338362,High,Closed,Integration Config,Email,C0475,A031,47.0,13.896482878333334,24,0,False,False,3.7,2025-02-07,17,Friday,Agent_31,Tier 2,4.0,Large,E-commerce,2025-02
T006991,2025-01-04 06:23:32,2025-01-04 06:25:32,2025-01-05 04:19:19.334423,High,Closed,Performance Issue,Phone,C0522,A027,2.0,21.9298151175,24,0,False,False,4.5,2025-01-04,6,Saturday,Agent_27,Tier 1,1.3,Small,Education,2025-01
T006992,2025-01-22 01:11:49,2025-01-22 04:23:49,2025-01-22 21:14:07.988571,Medium,Closed,Data Mismatch,Email,C0537,A027,192.0,20.03860793638889,72,0,False,False,3.9,2025-01-22,1,Wednesday,Agent_27,Tier 1,1.3,Small,E-commerce,2025-01
T006993,2025-01-19 01:01:53,2025-01-19 05:17:53,2025-01-21 09:18:08.205444,Low,Closed,Data Mismatch,Phone,C0685,A009,256.0,56.27089040111111,168,0,False,False,3.3,2025-01-19,1,Sunday,Agent_9,Tier 2,2.6,Small,E-commerce,2025-01
T006994,2025-03-17 03:18:22,2025-03-17 03:50:22,2025-03-17 15:22:24.674501,High,Closed,Billing Query,Email,C0737,A033,32.0,12.067409583611111,24,0,False,False,4.3,2025-03-17,3,Monday,Agent_33,Tier 1,1.0,Medium,Healthcare,2025-03
